image_id,storm_id,relative_time,ocean,wind_speed
image_64853,rkw,520201,2,39
image_64854,meg,388800,2,106
image_64855,rmt,14400,2,30
image_64856,fna,977400,1,25
image_64857,ydl,275402,1,30
image_64858,amn,61201,2,45
image_64859,aoe,14400,1,30
image_64860,ydl,397802,1,30
image_64861,nrf,417601,1,25
image_64862,xgr,138602,1,102
image_64863,fcr,1288801,1,25
image_64864,iag,120600,1,58
image_64865,amn,601201,2,35
image_64866,fuv,172799,1,55
image_64867,orp,622800,2,25
image_64868,ptk,390599,1,25
image_64869,rer,16200,1,66
image_64870,bkf,64801,2,48
image_64871,lmb,5400,2,45
image_64872,ggv,639000,2,93
image_64873,tkb,52198,1,25
image_64874,zms,153000,2,45
image_64875,vfc,205199,1,40
image_64876,pau,246601,1,78
image_64877,ywf,480599,1,25
image_64878,gux,189000,2,116
image_64879,lar,169196,2,55
image_64880,rkm,180000,2,39
image_64881,azb,39599,2,44
image_64882,zzp,293399,1,78
image_64883,djr,14401,2,24
image_64884,wsy,439200,1,122
image_64885,suc,54002,2,30
image_64886,blq,1015200,1,30
image_64887,wvi,201599,1,65
image_64888,dpg,86400,1,58
image_64889,blq,478799,1,45
image_64890,rfh,111601,2,55
image_64891,soo,426599,1,58
image_64892,dli,370800,1,20
image_64893,rpk,259200,1,39
image_64894,cna,66600,2,39
image_64895,llm,352800,2,50
image_64896,xnq,304200,2,129
image_64897,xkr,144003,1,39
image_64898,xkm,237601,1,42
image_64899,fzw,176398,2,136
image_64900,blq,881999,1,25
image_64901,pjj,381599,1,75
image_64902,qki,712801,1,55
image_64903,gst,450001,2,79
image_64904,ewt,394201,1,40
image_64905,xtd,595800,1,45
image_64906,sse,172801,1,65
image_64907,bkh,889202,1,39
image_64908,upx,39602,1,35
image_64909,sse,90001,1,41
image_64910,sha,637201,2,65
image_64911,ipa,453600,1,105
image_64912,hld,10800,1,25
image_64913,ugc,79199,1,44
image_64914,utr,183601,1,45
image_64915,hkz,133200,2,55
image_64916,qzi,453602,1,40
image_64917,ang,230396,2,65
image_64918,upx,171001,1,71
image_64919,vye,777600,1,30
image_64920,vrx,18000,1,30
image_64921,rib,228600,1,63
image_64922,sse,338401,1,26
image_64923,bvg,88199,1,25
image_64924,btq,34202,2,35
image_64925,fcr,370800,1,66
image_64926,orp,527400,2,25
image_64927,ezh,547200,2,32
image_64928,rml,441000,2,40
image_64929,hkz,201600,2,60
image_64930,ayj,125998,1,25
image_64931,sha,284401,2,61
image_64932,ztb,610199,1,26
image_64933,gtn,345590,2,60
image_64934,pth,567001,1,20
image_64935,frv,367201,1,38
image_64936,mfu,153000,1,66
image_64937,ang,633595,2,35
image_64938,vkb,217803,2,64
image_64939,ptk,244799,1,43
image_64940,rml,851400,2,30
image_64941,sse,264600,1,38
image_64942,ise,194398,1,35
image_64943,ing,837000,1,35
image_64944,agl,0,2,22
image_64945,rbe,88201,1,50
image_64946,dft,347400,1,115
image_64947,crw,325798,1,66
image_64948,wlz,205201,2,42
image_64949,wlz,144001,2,50
image_64950,xmf,466200,1,27
image_64951,dce,140399,2,45
image_64952,hsq,264599,1,88
image_64953,pph,82799,1,60
image_64954,cnn,120602,2,43
image_64955,tkb,44999,1,25
image_64956,ops,0,2,30
image_64957,alq,457200,1,30
image_64958,mtw,585002,1,40
image_64959,ipa,784799,1,56
image_64960,psz,952200,2,65
image_64961,pvj,153003,1,117
image_64962,gme,869400,1,18
image_64963,vfc,217799,1,39
image_64964,sxb,849599,2,65
image_64965,fgi,709199,1,25
image_64966,qyo,75600,2,33
image_64967,fgi,696600,1,25
image_64968,ojv,712800,1,25
image_64969,xjo,1204200,1,35
image_64970,zvv,586799,1,29
image_64971,pvj,595802,1,35
image_64972,ojw,419401,1,44
image_64973,yry,341998,2,50
image_64974,dwc,318599,1,102
image_64975,ike,153000,2,86
image_64976,lij,68399,1,79
image_64977,djm,388802,1,85
image_64978,lir,291601,2,35
image_64979,ogw,37801,1,35
image_64980,vkb,738001,2,66
image_64981,nkd,237600,1,40
image_64982,whm,396000,1,63
image_64983,rkm,923399,2,76
image_64984,woc,367200,1,37
image_64985,jrt,212402,1,45
image_64986,bxd,91800,1,30
image_64987,frv,9000,1,39
image_64988,rkw,133202,2,25
image_64989,djm,151201,1,101
image_64990,jhp,215999,1,60
image_64991,lmj,23399,1,35
image_64992,yab,12600,2,33
image_64993,zmi,464402,1,25
image_64994,cph,1800,2,35
image_64995,hht,342000,1,44
image_64996,yfj,219602,1,30
image_64997,yry,39592,2,25
image_64998,qki,189000,1,64
image_64999,wzu,255600,1,80
image_65000,qzi,162001,1,45
image_65001,zmi,185401,1,32
image_65002,jtq,10800,2,83
image_65003,tjj,165600,1,53
image_65004,eqf,534600,1,15
image_65005,psz,120601,2,71
image_65006,zgi,305998,1,88
image_65007,vkb,630000,2,74
image_65008,pjj,10798,1,28
image_65009,qks,25199,2,36
image_65010,rkm,288000,2,52
image_65011,grt,532801,1,18
image_65012,mtw,297001,1,49
image_65013,yjk,262800,2,45
image_65014,kyq,570599,2,25
image_65015,yit,43198,1,35
image_65016,grt,590401,1,15
image_65017,ist,190799,1,35
image_65018,pjj,847800,1,20
image_65019,utl,435599,1,57
image_65020,kfs,151200,2,65
image_65021,bmm,16201,2,40
image_65022,xtd,39600,1,49
image_65023,dli,75599,1,36
image_65024,kgc,131402,1,25
image_65025,zvx,219602,1,45
image_65026,aja,520200,1,15
image_65027,har,261000,2,35
image_65028,yfn,736201,2,31
image_65029,nkd,428400,1,45
image_65030,cti,295199,1,81
image_65031,viw,82800,2,44
image_65032,dwc,475199,1,50
image_65033,ymo,408600,1,30
image_65034,gux,833402,2,89
image_65035,ewt,502201,1,30
image_65036,bef,90000,1,30
image_65037,iaz,397801,2,121
image_65038,hqw,327602,2,105
image_65039,psz,585001,2,100
image_65040,fch,28800,1,45
image_65041,zmi,295201,1,30
image_65042,dft,207001,1,82
image_65043,xkr,298802,1,25
image_65044,ezh,482401,2,37
image_65045,ing,169200,1,60
image_65046,xjo,167399,1,30
image_65047,gux,158400,2,91
image_65048,gkd,185400,1,37
image_65049,ibx,70199,1,37
image_65050,vgg,104399,1,124
image_65051,ltf,206999,1,58
image_65052,qim,219602,1,29
image_65053,qyo,82802,2,34
image_65054,ogw,574201,1,20
image_65055,xtd,206999,1,92
image_65056,yab,118799,2,35
image_65057,rkf,160200,2,25
image_65058,ipa,892800,1,45
image_65059,eck,255600,2,84
image_65060,mfu,48601,1,47
image_65061,zvv,541800,1,34
image_65062,ywf,1236599,1,20
image_65063,ywf,1447200,1,25
image_65064,ydl,18002,1,30
image_65065,yab,401399,2,40
image_65066,vye,557999,1,35
image_65067,ing,178201,1,60
image_65068,gme,714601,1,24
image_65069,xjj,287999,1,68
image_65070,cym,48599,1,33
image_65071,mlf,432000,1,20
image_65072,xnq,403200,2,87
image_65073,scw,264600,1,23
image_65074,gtn,86401,2,45
image_65075,rkm,925199,2,76
image_65076,bxd,217798,1,30
image_65077,zus,183598,1,35
image_65078,qpq,244800,1,35
image_65079,rkm,541800,2,66
image_65080,hww,91800,1,42
image_65081,dsr,140401,2,30
image_65082,kfs,208799,2,51
image_65083,har,95400,2,30
image_65084,dti,253800,2,36
image_65085,jrt,338400,1,40
image_65086,bkh,1038601,1,29
image_65087,azm,275399,2,139
image_65088,rxi,183599,1,50
image_65089,bkh,583200,1,40
image_65090,tnj,277200,2,41
image_65091,hoo,153000,2,39
image_65092,hlt,3601,2,30
image_65093,lhc,5400,2,27
image_65094,oyc,61200,1,40
image_65095,djm,7200,1,29
image_65096,fuv,414000,1,96
image_65097,tnd,77400,1,35
image_65098,sta,183598,1,36
image_65099,ogw,489601,1,26
image_65100,tzf,124199,2,30
image_65101,lmj,43198,1,35
image_65102,phw,261000,1,20
image_65103,oup,426600,1,41
image_65104,iiz,158399,1,32
image_65105,mtw,612000,1,40
image_65106,htc,117001,1,62
image_65107,ojw,255600,1,102
image_65108,fcr,102600,1,25
image_65109,eem,460799,1,32
image_65110,gic,745203,2,45
image_65111,cpf,46798,2,34
image_65112,mfm,71999,1,30
image_65113,kxm,91802,1,55
image_65114,pyi,568801,1,36
image_65115,vfx,306002,1,55
image_65116,blz,12601,2,50
image_65117,lar,57599,2,35
image_65118,kxo,46802,1,43
image_65119,yyj,120598,1,40
image_65120,rbe,68403,1,50
image_65121,toz,487800,2,30
image_65122,ugc,50401,1,37
image_65123,hcg,93601,2,68
image_65124,scw,0,1,20
image_65125,djm,221402,1,123
image_65126,pth,518400,1,25
image_65127,ogw,243001,1,82
image_65128,scw,478801,1,30
image_65129,uua,43199,2,35
image_65130,bvg,142200,1,28
image_65131,blq,745200,1,30
image_65132,ewt,86400,1,30
image_65133,crw,424800,1,57
image_65134,hnb,59399,1,25
image_65135,ing,759600,1,35
image_65136,dpg,7200,1,64
image_65137,dvh,39601,1,80
image_65138,xog,460802,1,40
image_65139,xjj,115200,1,57
image_65140,ykj,5399,1,33
image_65141,hig,145798,1,30
image_65142,grt,349200,1,35
image_65143,yyj,331200,1,30
image_65144,ing,545399,1,68
image_65145,vye,50400,1,27
image_65146,cpf,188999,2,75
image_65147,whm,412202,1,60
image_65148,pug,426601,1,93
image_65149,qdh,595801,2,90
image_65150,hmv,295198,1,66
image_65151,lar,100797,2,45
image_65152,woc,476999,1,25
image_65153,wbb,180000,1,52
image_65154,jtq,16200,2,84
image_65155,dwc,120599,1,52
image_65156,ywf,563399,1,25
image_65157,zwh,5398,2,31
image_65158,jhp,124199,1,39
image_65159,ywf,1353600,1,25
image_65160,gkf,134999,2,45
image_65161,tgs,127799,1,37
image_65162,zgr,574199,1,25
image_65163,vsc,82800,1,45
image_65164,tmv,221400,2,74
image_65165,eqf,390601,1,20
image_65166,dwc,581398,1,45
image_65167,ipa,955799,1,38
image_65168,dwc,143998,1,59
image_65169,gst,28802,2,30
image_65170,wsy,342000,1,130
image_65171,vzn,59399,2,36
image_65172,gio,95402,1,42
image_65173,psz,1058401,2,55
image_65174,oli,104400,1,116
image_65175,hsq,534601,1,121
image_65176,jvx,196198,2,85
image_65177,zvv,129599,1,131
image_65178,pvj,403202,1,77
image_65179,lij,145802,1,94
image_65180,erd,446402,2,55
image_65181,azb,64800,2,45
image_65182,erd,28800,2,30
image_65183,alq,129601,1,30
image_65184,ise,89999,1,55
image_65185,phw,99001,1,45
image_65186,xat,381602,2,75
image_65187,tmv,61200,2,34
image_65188,ugc,3600,1,30
image_65189,mtw,253799,1,39
image_65190,zny,423000,1,63
image_65191,grt,368999,1,31
image_65192,mhm,399599,2,28
image_65193,mhm,97200,2,45
image_65194,sxb,946802,2,55
image_65195,tja,48601,1,45
image_65196,bvg,7200,1,25
image_65197,hig,239398,1,31
image_65198,eoi,696601,1,88
image_65199,toz,423000,2,40
image_65200,ezh,363600,2,74
image_65201,ipa,261000,1,109
image_65202,sha,622800,2,65
image_65203,buv,192598,1,63
image_65204,ydl,264600,1,30
image_65205,aja,183601,1,30
image_65206,tcn,133199,2,71
image_65207,erx,513000,2,92
image_65208,xzi,10800,2,30
image_65209,zvb,19801,2,105
image_65210,sqi,487798,1,30
image_65211,blq,1085398,1,30
image_65212,fuv,396000,1,106
image_65213,nue,25200,2,35
image_65214,ztb,109802,1,53
image_65215,dpc,439200,1,41
image_65216,eem,241200,1,30
image_65217,bkh,432002,1,40
image_65218,tkb,284400,1,42
image_65219,woz,291601,1,37
image_65220,ydl,316801,1,30
image_65221,phw,241201,1,20
image_65222,hig,305999,1,48
image_65223,fkt,124199,2,50
image_65224,ojv,293398,1,30
image_65225,ewt,705600,1,25
image_65226,wsy,928803,1,70
image_65227,wzu,671402,1,20
image_65228,ise,188999,1,35
image_65229,yab,147607,2,35
image_65230,hoo,10800,2,33
image_65231,vsc,183600,1,40
image_65232,aek,0,1,25
image_65233,pvj,572402,1,35
image_65234,pjj,70201,1,47
image_65235,qki,381603,1,90
image_65236,fgi,552599,1,52
image_65237,vye,660599,1,30
image_65238,woc,595798,1,20
image_65239,oup,307799,1,63
image_65240,xrh,7202,2,39
image_65241,vkb,133201,2,83
image_65242,hqw,198001,2,60
image_65243,xjo,853200,1,35
image_65244,erx,288000,2,105
image_65245,qzd,388800,1,45
image_65246,vtw,577798,1,61
image_65247,gzl,273601,2,110
image_65248,djb,349200,1,25
image_65249,yry,845994,2,60
image_65250,psz,284401,2,146
image_65251,vfx,79200,1,35
image_65252,psz,1054802,2,56
image_65253,djm,198003,1,125
image_65254,ics,43199,1,77
image_65255,vlo,685799,1,16
image_65256,xog,262801,1,95
image_65257,tgs,53998,1,61
image_65258,sth,86400,2,35
image_65259,yjk,75600,2,30
image_65260,tmv,239400,2,86
image_65261,rjo,1801,2,32
image_65262,kyq,522000,2,30
image_65263,blz,27001,2,50
image_65264,fcr,291599,1,50
image_65265,grt,219600,1,80
image_65266,sha,302402,2,65
image_65267,eke,12600,2,35
image_65268,zza,32402,1,30
image_65269,vxf,763201,1,25
image_65270,xrh,0,2,37
image_65271,fcr,759601,1,79
image_65272,utr,233999,1,45
image_65273,tja,16200,1,42
image_65274,pvj,714600,1,30
image_65275,pvj,304202,1,103
image_65276,ryg,3600,2,26
image_65277,sxb,685799,2,84
image_65278,dce,1213191,2,85
image_65279,jtq,156601,2,92
image_65280,pth,244800,1,35
image_65281,blq,865800,1,25
image_65282,jwn,194400,1,65
image_65283,frv,167400,1,113
image_65284,sdt,52202,1,56
image_65285,djr,39599,2,25
image_65286,eqf,579601,1,15
image_65287,sha,262800,2,56
image_65288,zvv,518400,1,35
image_65289,cna,205199,2,45
image_65290,zvx,154802,1,45
image_65291,efl,530999,1,35
image_65292,soo,358201,1,101
image_65293,sqs,219598,2,29
image_65294,awy,221402,1,48
image_65295,eih,774000,1,25
image_65296,ggy,113399,1,48
image_65297,pvj,388801,1,84
image_65298,rkm,649799,2,90
image_65299,zzp,77400,1,38
image_65300,yit,1800,1,30
image_65301,woc,583199,1,20
image_65302,rdc,824400,2,67
image_65303,wlz,223201,2,40
image_65304,xhj,140400,1,63
image_65305,gme,325800,1,40
image_65306,llm,313199,2,50
image_65307,bcf,99001,1,182
image_65308,pau,73801,1,63
image_65309,azm,520200,2,88
image_65310,crw,145798,1,39
image_65311,fgi,293399,1,78
image_65312,vrx,180001,1,55
image_65313,vib,307799,2,40
image_65314,grt,435600,1,30
image_65315,dft,459002,1,110
image_65316,oey,207001,1,37
image_65317,ywf,1490399,1,25
image_65318,ggv,399600,2,68
image_65319,atz,0,2,30
image_65320,pbl,485997,1,27
image_65321,fna,824401,1,44
image_65322,uxz,3601,1,25
image_65323,epx,5400,2,65
image_65324,zgi,613799,1,27
image_65325,xmt,239398,2,49
image_65326,psz,142202,2,78
image_65327,zvv,547200,1,33
image_65328,bkh,666000,1,40
image_65329,cki,505800,1,26
image_65330,dzw,973801,1,65
image_65331,iag,417598,1,103
image_65332,eih,178200,1,63
image_65333,rzq,172800,1,50
image_65334,hvz,264600,1,25
image_65335,woc,584998,1,20
image_65336,jvx,185401,2,87
image_65337,iag,352798,1,110
image_65338,oac,129598,1,88
image_65339,ffk,340201,1,52
image_65340,wgl,12600,2,25
image_65341,rkf,194399,2,25
image_65342,ptk,79200,1,40
image_65343,lqy,102600,2,50
image_65344,ipa,993599,1,30
image_65345,uty,156600,1,30
image_65346,rdc,658800,2,126
image_65347,unp,72001,1,25
image_65348,tmx,453602,1,39
image_65349,sxb,187200,2,62
image_65350,yfn,68400,2,50
image_65351,llj,28801,1,40
image_65352,vfl,198003,2,41
image_65353,oac,561598,1,25
image_65354,zus,277199,1,30
image_65355,wvi,66601,1,53
image_65356,hig,610200,1,92
image_65357,sqs,269999,2,25
image_65358,qdh,68401,2,36
image_65359,gic,475201,2,65
image_65360,hww,185401,1,57
image_65361,orj,32400,2,25
image_65362,csd,122400,2,45
image_65363,pyi,201600,1,52
image_65364,fhl,0,1,25
image_65365,erp,115200,1,40
image_65366,hsq,914401,1,25
image_65367,blq,412200,1,45
image_65368,ptk,228599,1,45
image_65369,alq,576002,1,25
image_65370,wsy,756002,1,90
image_65371,djm,399601,1,82
image_65372,eem,88201,1,26
image_65373,grt,235800,1,80
image_65374,dnd,801000,2,25
image_65375,evl,75600,1,30
image_65376,hcg,351001,2,125
image_65377,dwc,412198,1,73
image_65378,ggy,109798,1,47
image_65379,cjz,64801,2,40
image_65380,scw,532800,1,25
image_65381,ipa,487799,1,93
image_65382,tzf,55799,2,28
image_65383,npf,178199,1,35
image_65384,hsq,210601,1,74
image_65385,dzw,448199,1,82
image_65386,zny,705602,1,65
image_65387,xmt,253798,2,46
image_65388,ipa,406799,1,95
image_65389,llj,1800,1,40
image_65390,ing,54000,1,33
image_65391,tlc,444600,1,60
image_65392,evt,16200,2,30
image_65393,tnj,5400,2,30
image_65394,gic,1062004,2,70
image_65395,quo,176400,2,35
image_65396,mfm,351000,1,68
image_65397,uwv,43199,2,78
image_65398,qpq,309601,1,37
image_65399,vkb,577801,2,58
image_65400,zgr,485999,1,30
image_65401,fna,329401,1,75
image_65402,dzw,477001,1,69
image_65403,yry,691198,2,55
image_65404,ijc,658798,1,32
image_65405,qfa,44999,1,109
image_65406,vxf,561603,1,35
image_65407,ist,7199,1,32
image_65408,utr,421199,1,30
image_65409,awy,306002,1,34
image_65410,ggq,48600,2,75
image_65411,xlb,72002,2,111
image_65412,gux,156600,2,89
image_65413,fns,216000,2,60
image_65414,psz,428400,2,100
image_65415,ibx,37801,1,29
image_65416,jkh,68400,2,41
image_65417,mkf,431993,1,75
image_65418,woz,435599,1,20
image_65419,vxf,318600,1,112
image_65420,mfu,117002,1,55
image_65421,ijc,475197,1,74
image_65422,lac,705598,2,40
image_65423,ffk,210602,1,54
image_65424,gkf,163801,2,45
image_65425,zmi,219601,1,30
image_65426,scw,540000,1,25
image_65427,zzp,324000,1,81
image_65428,cxh,226800,1,61
image_65429,scw,455400,1,30
image_65430,dli,131399,1,55
image_65431,zvv,577800,1,30
image_65432,cti,604801,1,30
image_65433,hld,14400,1,25
image_65434,tlc,77400,1,30
image_65435,psz,1071001,2,55
image_65436,xnq,394200,2,83
image_65437,soo,376200,1,89
image_65438,lds,104401,2,30
image_65439,snk,23401,1,112
image_65440,eih,630000,1,34
image_65441,oli,207000,1,53
image_65442,dsr,108001,2,30
image_65443,ano,55799,2,43
image_65444,ing,1117800,1,56
image_65445,cdq,57600,1,30
image_65446,ggy,142200,1,68
image_65447,cxh,1800,1,45
image_65448,orp,156600,2,45
image_65449,xjo,125998,1,30
image_65450,fuv,471599,1,66
image_65451,qpq,759600,1,39
image_65452,dft,576000,1,90
image_65453,llm,561599,2,40
image_65454,vlo,208801,1,31
image_65455,mlf,217801,1,45
image_65456,jrt,120602,1,43
image_65457,sse,565202,1,25
image_65458,amz,111601,2,66
image_65459,mlf,75600,1,33
image_65460,ltf,172800,1,55
image_65461,dgz,261001,1,43
image_65462,jht,221400,2,83
image_65463,buv,475198,1,25
image_65464,bxd,336600,1,27
image_65465,efl,300598,1,108
image_65466,whm,70202,1,48
image_65467,xtd,707398,1,30
image_65468,ayj,64800,1,20
image_65469,tmx,284401,1,111
image_65470,whm,390601,1,64
image_65471,snk,498600,1,57
image_65472,vkb,185401,2,82
image_65473,ydl,158400,1,33
image_65474,wbb,61199,1,30
image_65475,eih,313199,1,32
image_65476,dnd,532800,2,25
image_65477,ike,367201,2,84
image_65478,dhv,93599,1,45
image_65479,hig,412198,1,76
image_65480,woc,127799,1,60
image_65481,avn,72000,2,42
image_65482,vye,223199,1,45
image_65483,soo,9001,1,25
image_65484,cna,142200,2,50
image_65485,fkt,180000,2,45
image_65486,qyo,81000,2,34
image_65487,xrh,111601,2,27
image_65488,htc,140400,1,50
image_65489,xgr,230400,1,56
image_65490,vlz,273601,2,25
image_65491,sse,104402,1,45
image_65492,xtd,282599,1,102
image_65493,sse,698400,1,20
image_65494,gme,72000,1,30
image_65495,upx,628202,1,23
image_65496,gxi,21602,2,43
image_65497,rkm,565199,2,75
image_65498,ewt,275399,1,55
image_65499,alq,448200,1,30
image_65500,amd,327601,1,20
image_65501,orp,131402,2,46
image_65502,fuv,372601,1,113
image_65503,amn,547199,2,35
image_65504,ing,964801,1,49
image_65505,qvf,241201,1,25
image_65506,afs,374397,2,25
image_65507,tcn,228601,2,80
image_65508,imi,576002,2,92
image_65509,kyq,581400,2,25
image_65510,dft,100801,1,39
image_65511,tlc,1081799,1,75
image_65512,hzg,120597,2,38
image_65513,woc,538199,1,20
image_65514,xog,453602,1,40
image_65515,zgi,131400,1,76
image_65516,dce,1126790,2,90
image_65517,bxd,212399,1,30
image_65518,lar,93597,2,45
image_65519,hzg,43198,2,25
image_65520,iaz,541802,2,90
image_65521,mfm,412198,1,45
image_65522,sqi,307798,1,25
image_65523,orp,336602,2,35
image_65524,mca,7199,1,30
image_65525,qki,329403,1,87
image_65526,amn,595801,2,35
image_65527,gme,738001,1,20
image_65528,pth,154800,1,35
image_65529,hlt,80999,2,45
image_65530,amd,192599,1,20
image_65531,eih,252001,1,41
image_65532,xnq,347400,2,97
image_65533,hrw,66599,1,41
image_65534,djm,131402,1,88
image_65535,htc,54001,1,58
image_65536,yry,280798,2,50
image_65537,eem,210600,1,30
image_65538,crw,66599,1,25
image_65539,gge,289800,2,50
image_65540,pyi,504002,1,43
image_65541,ywf,982798,1,20
image_65542,cti,291600,1,82
image_65543,rzq,347400,1,25
image_65544,yfn,831601,2,37
image_65545,cjz,153001,2,56
image_65546,hig,664198,1,104
image_65547,erx,453598,2,100
image_65548,dpf,255600,2,45
image_65549,dsr,28800,2,30
image_65550,lar,165596,2,55
image_65551,hht,104400,1,54
image_65552,grt,658798,1,15
image_65553,umz,264599,1,25
image_65554,crw,296998,1,59
image_65555,xmf,255601,1,35
image_65556,vkb,597601,2,67
image_65557,ezh,558003,2,30
image_65558,pxi,153002,1,40
image_65559,eih,64799,1,55
image_65560,pjj,244800,1,96
image_65561,zgi,487799,1,35
image_65562,ipa,379799,1,92
image_65563,soo,435602,1,56
image_65564,djb,79200,1,44
image_65565,rdc,898201,2,32
image_65566,bkh,302402,1,79
image_65567,ffk,293399,1,72
image_65568,dpc,232200,1,55
image_65569,soo,327599,1,110
image_65570,fuv,210599,1,55
image_65571,fcr,707400,1,80
image_65572,psz,1265402,2,45
image_65573,ezh,232202,2,40
image_65574,iag,304200,1,114
image_65575,mkf,154799,1,75
image_65576,xjj,210602,1,86
image_65577,pbl,399596,1,35
image_65578,fmv,35999,1,83
image_65579,dvh,232202,1,81
image_65580,xdn,46801,1,30
image_65581,ojv,836999,1,25
image_65582,yry,144000,2,30
image_65583,rzq,90000,1,31
image_65584,dzw,838800,1,50
image_65585,yso,10800,1,15
image_65586,hld,59399,1,25
image_65587,uhd,23399,1,44
image_65588,tnd,104399,1,35
image_65589,eqf,361799,1,20
image_65590,ang,273596,2,65
image_65591,utr,318602,1,30
image_65592,gkf,844200,2,57
image_65593,ykj,176400,1,125
image_65594,ing,737999,1,35
image_65595,kqu,669601,1,80
image_65596,xmt,145798,2,50
image_65597,ogw,396003,1,38
image_65598,cki,7201,1,47
image_65599,tbs,39602,1,35
image_65600,hqw,525603,2,115
image_65601,ptk,522000,1,20
image_65602,dsr,154801,2,25
image_65603,atz,104401,2,31
image_65604,xjo,491605,1,84
image_65605,bcf,66601,1,181
image_65606,aja,543600,1,15
image_65607,amd,379798,1,20
image_65608,ydl,45002,1,36
image_65609,nue,223201,2,35
image_65610,azb,25199,2,37
image_65611,vaj,0,1,30
image_65612,hqw,396002,2,125
image_65613,rkw,318602,2,30
image_65614,bkh,448202,1,40
image_65615,qki,703802,1,57
image_65616,gme,453601,1,35
image_65617,dnd,493199,2,30
image_65618,xuy,190800,2,30
image_65619,hep,136801,1,70
image_65620,mfu,415801,1,30
image_65621,kqu,849602,1,30
image_65622,dce,1022393,2,100
image_65623,sqs,242999,2,25
image_65624,kqu,297001,1,93
image_65625,xjo,199799,1,32
image_65626,ojv,531000,1,25
image_65627,xjj,253800,1,76
image_65628,hww,109801,1,47
image_65629,bkh,144000,1,34
image_65630,kxm,86403,1,55
image_65631,vzn,205200,2,30
image_65632,rkm,345600,2,65
image_65633,dfh,1800,2,50
image_65634,oli,144002,1,95
image_65635,xhj,194398,1,66
image_65636,gio,271802,1,30
image_65637,hig,995399,1,43
image_65638,sta,145798,1,25
image_65639,pth,230400,1,35
image_65640,ing,1069199,1,65
image_65641,vfx,442805,1,60
image_65642,hcg,21602,2,42
image_65643,amd,153000,1,20
image_65644,ysd,3600,2,40
image_65645,fna,617400,1,57
image_65646,mju,16200,2,70
image_65647,soo,64799,1,25
image_65648,ixs,106199,1,56
image_65649,fcr,811799,1,67
image_65650,uwv,291599,2,56
image_65651,zgi,592201,1,30
image_65652,zus,248400,1,30
image_65653,fay,190801,2,55
image_65654,unp,201601,1,40
image_65655,hrw,662399,1,45
image_65656,oup,342001,1,55
image_65657,pau,378002,1,56
image_65658,rfh,82800,2,49
image_65659,wyn,39599,1,25
image_65660,ohj,167400,1,78
image_65661,fuv,21601,1,25
image_65662,pjj,759600,1,25
image_65663,jwn,176400,1,69
image_65664,tgj,21600,1,35
image_65665,tnn,93598,1,33
image_65666,bkh,306002,1,77
image_65667,ojw,439199,1,40
image_65668,jht,176400,2,67
image_65669,djb,739801,1,20
image_65670,mlf,444602,1,17
image_65671,ykj,82800,1,69
image_65672,rib,261000,1,66
image_65673,rpk,163802,1,69
image_65674,qzi,43200,1,30
image_65675,zvv,201603,1,128
image_65676,crw,403199,1,66
image_65677,eih,302398,1,35
image_65678,vxf,34200,1,25
image_65679,oup,167400,1,69
image_65680,xjj,327601,1,57
image_65681,fhl,298801,1,105
image_65682,ojv,696600,1,25
image_65683,rjo,0,2,31
image_65684,ywf,934200,1,20
image_65685,ipa,712800,1,50
image_65686,vlo,219601,1,29
image_65687,eoi,316801,1,79
image_65688,fcr,37800,1,25
image_65689,qpq,772200,1,36
image_65690,tjj,457201,1,30
image_65691,blq,98999,1,35
image_65692,dli,66601,1,32
image_65693,rkf,174600,2,25
image_65694,cva,457199,2,57
image_65695,sdt,217801,1,130
image_65696,tmx,117002,1,120
image_65697,woz,394201,1,20
image_65698,eck,358200,2,100
image_65699,woc,426598,1,25
image_65700,kqu,703800,1,72
image_65701,wbb,331199,1,66
image_65702,ogw,0,1,30
image_65703,qks,122399,2,59
image_65704,efl,592200,1,30
image_65705,ing,1011600,1,64
image_65706,eem,334800,1,30
image_65707,gkf,316799,2,61
image_65708,fnu,23400,2,41
image_65709,utl,370800,1,89
image_65710,xrh,75600,2,31
image_65711,tmx,259201,1,122
image_65712,eoi,579601,1,116
image_65713,ggv,653400,2,95
image_65714,gme,707402,1,25
image_65715,qks,26999,2,36
image_65716,acd,199799,1,60
image_65717,vye,534600,1,41
image_65718,ise,340197,1,68
image_65719,xtd,491400,1,71
image_65720,pbl,464397,1,30
image_65721,cem,82801,1,86
image_65722,zny,612001,1,57
image_65723,fpa,201600,1,62
image_65724,yjk,201599,2,50
image_65725,vxf,761400,1,25
image_65726,fgi,43199,1,30
image_65727,whm,556200,1,26
image_65728,pbl,143998,1,44
image_65729,ywf,1078198,1,15
image_65730,gho,72000,2,40
image_65731,eih,653399,1,30
image_65732,ojw,509401,1,35
image_65733,oli,282600,1,35
image_65734,sqs,217798,2,29
image_65735,ilk,658795,1,75
image_65736,wbb,345601,1,60
image_65737,mfu,372601,1,30
image_65738,ggv,745200,2,66
image_65739,gkf,855000,2,64
image_65740,zyp,153000,1,60
image_65741,eem,212398,1,30
image_65742,fna,698400,1,60
image_65743,kup,25202,1,48
image_65744,ilk,633595,1,80
image_65745,pug,532799,1,106
image_65746,kxo,1801,1,31
image_65747,jjw,0,1,46
image_65748,zgi,637197,1,25
image_65749,xat,28800,2,25
